﻿items.armor.curses.antientropy.name,%s of anti-entropy,反熵%s
items.trinkets.trinketcatalyst.desc,"This ball of magical golden dust glimmers in the darkness of the dungeon. This catalyst can be used at an alchemy pot with a little alchemical energy to produce a unique trinket item.\n\nTrinkets provide various different effects that slightly alter the dungeon or its inhabitants. Trinkets can be upgraded with more energy to make their effect more powerful, or dropped to forego the effect entirely.","这团泛着微光的金色粉尘在暗无边际的地牢中熠熠生辉。魔能触媒可被置入炼金釜中，结合少许炼金能量制成一件独特饰物。\n\n饰物提供各种小幅改变地牢环境或其住民的效果。通过消耗更多炼金能量升级饰物可以进一步增幅对应效果，丢掉饰物也可以完全摆脱其施加的影响。"
items.trinkets.trinketcatalyst$randomtrinket.name,random trinket,随机饰物
items.trinkets.trinketcatalyst$randomtrinket.desc,"One nearby item is stuck inside a pouch that you can't get open.\n\nThe alchemy process will dissolve the pouch away, but you won't know what trinket you'll get until you do it!","就近的一件物品被塞进了一个你打不开的包裹内。\n\n炼金反应可以将包裹溶解，但是在得到饰物之前你可没法确定它到底是什么。"
items.trinkets.trinket$placeholder.name,trinket,饰物
items.wands.cursedwand.ondeath,You were killed by your own %s.,你死于自己的%s。
items.wands.cursedwand.nothing,Nothing happens.,什么事都没发生。
items.wands.cursedwand.mass_invuln,Brilliant light erupts from your wand!,明耀的光芒从你的法杖迸射而出！
items.wands.cursedwand.petrify,You suddenly freeze in place!,你突然被定在了原地！
items.wands.cursedwand.grass,Grass erupts around you!,草木在你周围疯长而出！
items.wands.cursedwand.fire,You smell burning...,你闻到了烧烤的味道...
items.wands.cursedwand.transmogrify_wand,Your wand transmogrifies into a different item!,你的法杖变化成了另一样东西！
items.wands.cursedwand.transmogrify_other,Your item transmogrifies into something different!,你的道具变化成了另一样东西！
items.wands.cursedwand.disguise,Your appearance changes before your eyes!,你的外貌在你眼前发生了变化！
items.wands.cursedwand.supernova,A blazing ball of energy starts to grow. You might want to run!,一颗灼热的能量球开始膨胀。情况不妙，走为上计！
items.wands.cursedwand.supernova_positive,"A blazing ball of energy starts to grow, but it feels safe somehow.",一颗灼热的能量球开始膨胀，但不知何故它似乎很安全。
items.wands.cursedwand.sinkhole,The ground starts to give way around you!,你周围的地板在迅速崩塌！
items.wands.cursedwand.sinkhole_positive,"The ground starts to give way, but feels solid enough beneath you.",地板在迅速崩塌，但你感觉脚下足够结实。
items.wands.cursedwand.gravity,Gravity suddenly starts to pull in random directions!,重力突然开始向随机方向牵引！
items.wands.cursedwand.gravity_positive,"Gravity suddenly starts to pull in random directions, but this doesn't seem to affect you.",重力突然开始向随机方向牵引，但这对你没有影响。
items.wands.cursedwand.gravity_end,The gravity chaos ends.,重力混沌结束了。
items.wands.damagewand.upgrade_stat_name_1,Magic Damage,魔法伤害
items.wands.wand.ac_zap,ZAP,释放
items.wands.wand.fizzles,Your wand fizzles; it must not have enough charge.,你的法杖滋滋作响；一定是没能量了。
items.wands.wand.no_magic,Your wand fizzles; you cannot use wands while magic immune.,你的法杖滋滋作响；你不能在魔法免疫时使用法杖。
items.wands.wand.self_target,You can't target yourself!,你不能瞄准你自己！
items.wands.wand.identify,You are now familiar enough with your wand to identify it.,你对你的法杖已经足够熟悉并将其完全鉴定。
items.wands.wand.resin_one,This wand has gained _1 level_ from arcane resin.,这根法杖已经从奥术树脂获得了_1_次升级。
items.wands.wand.resin_many,This wand has gained _%d levels_ from arcane resin.,这根法杖已经从奥术树脂获得了_%d_次升级。
items.wands.wand.cursed,"This wand is cursed, making its magic chaotic and random.",这根法杖受到了诅咒，导致它的魔法混乱而随机。
items.wands.wand.not_cursed,This wand is free of malevolent magic.,这根法杖没有被诅咒。
items.wands.wand.curse_discover,This %s is cursed!,这根%s是诅咒的！
items.wands.wand.prompt,Choose a location to zap,选择要释放魔法的位置
items.wands.wand$placeholder.name,wand,法杖
items.wands.wandofblastwave.name,wand of blast wave,冲击波法杖
items.wands.wandofblastwave.staff_name,staff of blast wave,冲击波魔杖
items.wands.wandofblastwave.ondeath,You killed yourself with your own Wand of Blast Wave...,你用冲击波法杖炸碎了自己...
items.wands.wandofblastwave.knockback_ondeath,The collision killed you...,你死于撞击...
items.wands.wandofblastwave.desc,"This wand is made of a sort of marbled stone, with gold trim and a round black gem at the tip. It feels very weighty in your hand.",这根法杖由一种大理石石材制成，嵌有金饰并在顶部镶着一个浑圆的黑宝石。它在你手中的感觉非常沉重。
items.wands.wandofblastwave.typical_stats_desc,This wand shoots a bolt which violently detonates at a target location. The force of this blast typically deals _%1$d-%2$d damage_ and is strong enough to send most enemies flying.,这根法杖能射出一股能量，在目标位置引发强烈的爆炸。爆炸的力量会造成_%1$d~%2$d点伤害_，并强到足以击飞大多数敌人。
items.wands.wandofblastwave.stats_desc,This wand shoots a bolt which violently detonates at a target location. The force of this blast deals _%1$d-%2$d damage_ and is strong enough to send most enemies flying.,这根法杖能射出一股能量，在目标位置引发强烈的爆炸。爆炸的力量会造成_%1$d~%2$d点伤害_并强到足以击飞大多数敌人。
items.wands.wandofblastwave.upgrade_stat_name_2,Knockback,击退
items.wands.wandofblastwave.bmage_desc,"When _the Battlemage_ strikes an enemy with a staff of blast wave, the enemy has a chance to be knocked back, as if the staff had an elastic enchantment.",当_战斗法师_以冲击波魔杖近战攻击目标时，能像弹性附魔一样有概率将其击退。
items.wands.wandofblastwave.eleblast_desc,An elemental blast with a staff of blast wave deals 67% damage and knocks all enemies outside of the blast area.,冲击波魔杖的元素风暴造成67%伤害，并将所有目标弹出影响区域。
items.wands.wandofcorrosion.name,wand of corrosion,酸蚀法杖
items.wands.wandofcorrosion.staff_name,staff of corrosion,酸蚀魔杖
items.wands.wandofcorrosion.desc,This wand has an ashen body which opens to a brilliant orange gem.,这根法杖的灰色主干顶端镶嵌着一颗明亮的橙色宝石。
items.wands.wandofcorrosion.stats_desc,"This wand shoots a bolt which explodes into a cloud of highly corrosive gas at a targeted location. Anything caught inside this cloud will take increasing damage over time, starting at _%d damage._",这根法杖能射出一颗会在目标位置爆炸成一团腐蚀酸雾的法球。进入酸雾的任何单位都会持续受到起始为_%d点_的持续递增伤害。
items.wands.wandofcorrosion.upgrade_stat_name_1,Corrosion Damage,酸蚀伤害
items.wands.wandofcorrosion.upgrade_stat_name_2,Gas Volume,气体总量
items.wands.wandofcorrosion.bmage_desc,"When _the Battlemage_ strikes an enemy with a staff of corrosion, the enemy has a chance to become oozed.",当_战斗法师_以酸蚀魔杖近战攻击目标时，有概率使其沾染腐蚀淤泥。
items.wands.wandofcorrosion.eleblast_desc,"An elemental blast with a staff of corrosion inflicts enemies with 4 turns of corrosion, starting at 6 damage.",酸蚀魔杖的元素风暴对所有目标造成起始伤害为6点的4回合酸蚀。
items.wands.wandofcorruption.name,wand of corruption,腐化法杖
items.wands.wandofcorruption.staff_name,staff of corruption,腐化魔杖
items.wands.wandofcorruption.already_corrupted,That character cannot be influenced further.,这个角色已经被你腐化。
items.wands.wandofcorruption.desc,"This wand radiates chaotic dark energy, if that weren't already obvious from the small decorative skull shaped onto its tip.",这根法杖能发射混乱的黑暗能量，法杖尖端的那个小头骨装饰很是应景。
items.wands.wandofcorruption.stats_desc,"This wand will release a blast of corrupting energy which will debuff enemies and eventually bend them to your will. Enemies are able to resist the corruption, but weakened enemies are much easier to corrupt than healthy ones.",这根法杖会释放腐坏的能量，能削弱敌人并最终将他们扭曲为你的奴仆。敌人能抵抗腐化，但虚弱的敌人明显地更容易被腐化。
items.wands.wandofcorruption.upgrade_stat_name_1,Corrupting Power,腐化强度
items.wands.wandofcorruption.upgrade_stat_name_2,Debuff Duration,减益持续时间
items.wands.wandofcorruption.bmage_desc,"When _the Battlemage_ strikes an enemy with a staff of corruption, the enemy has a chance to become amoked.",当_战斗法师_以腐化魔杖近战攻击目标时，有概率使其陷入狂乱。
items.wands.wandofcorruption.eleblast_desc,An elemental blast with a staff of corruption inflicts enemies with 5 turns of amok.,腐化魔杖的元素风暴对所有目标造成5回合狂乱。
